Question,Answer,URL,Thumbnail URL,Supporting sentences,Post ID,Tag,Modality,Javascript URL,Javascript code,Version,UID
"Are there more than three lakes within a 50 km radius of coordinates (35.879797, 86.428836) in Augest 11, 2024?",,https://earthobservatory.nasa.gov/images/154011/a-proliferation-of-lakes-on-the-tibetan-plateau,,"1. In a study published in 2024 and focused specifically on the Tibetan Plateau, one group of researchers estimated that the plateau had a total of 4,385 lakes larger than 0.1 square kilometers in 1991, with 4.2 percent of them measuring between 10 and 50 square kilometers and 2.9 percent of them larger than 50 square kilometers",,,,https://code.earthengine.google.com/f010d0fe3ba1d0cece56188e6254aa43,"// Define the center point and create a 50km buffer for analysis
var centerPoint = ee.Geometry.Point([86.428836,35.879797]);
var regionOfInterest = centerPoint.buffer(50000); // 50 km radius in meters

// Define a single date for August 11, 2024
// Since we want a specific date rather than a composite over time
var targetDate = ee.Date('2024-08-11');
// Set a small window of ±5 days to increase chances of finding cloud-free imagery
var startDate = targetDate.advance(-5, 'day');
var endDate = targetDate.advance(5, 'day');

// Get Landsat 8/9 imagery for the region around August 11, 2024
// Using Collection 2 Level 2 surface reflectance data
var landsat = ee.ImageCollection(""LANDSAT/LC08/C02/T1_L2"")
  .merge(ee.ImageCollection(""LANDSAT/LC09/C02/T1_L2"")) // Include Landsat 9 to increase data availability
  .filterDate(startDate, endDate)
  .filterBounds(regionOfInterest)
  .filter(ee.Filter.lt('CLOUD_COVER', 20)) // Filter for less cloudy images
  .sort('CLOUD_COVER')
  .sort('system:time_start', false) // Sort by date, most recent first
  .mosaic(); // Take the most recent, least cloudy image

// Function to rescale the surface reflectance
function prepSrL8(image) {
  // Landsat 8/9 Collection 2 Level 2 surface reflectance data needs scaling
  var opticalBands = image.select('SR_B.').multiply(0.0000275).add(-0.2);
  return image.addBands(opticalBands, null, true);
}

// Apply the scaling function
var landsatScaled = prepSrL8(landsat);

// Define functions for water detection
// 1. Modified Normalized Difference Water Index (MNDWI)
function calculateMNDWI(image) {
  var green = image.select('SR_B3');
  var swir1 = image.select('SR_B6');
  var mndwi = green.subtract(swir1).divide(green.add(swir1)).rename('mndwi');
  return mndwi;
}

// 2. Normalized Difference Water Index (NDWI)
function calculateNDWI(image) {
  var green = image.select('SR_B3');
  var nir = image.select('SR_B5');
  var ndwi = green.subtract(nir).divide(green.add(nir)).rename('ndwi');
  return ndwi;
}

// Calculate water indices
var mndwi = calculateMNDWI(landsatScaled);
var ndwi = calculateNDWI(landsatScaled);

// Create a water mask using both indices
var waterMask = mndwi.gt(0.2) // 0.2 threshold for MNDWI
  .or(ndwi.gt(0.2));  // 0.2 threshold for NDWI

// Clean up the water mask with morphological operations to reduce noise
var waterMaskCleaned = waterMask
  .focalMin(1).focalMax(1)  // Remove isolated pixels
  .selfMask();  // Mask out non-water areas

// Convert the water mask to vectors (polygons)
var waterVectors = waterMaskCleaned.reduceToVectors({
  geometry: regionOfInterest,
  scale: 30,
  geometryType: 'polygon',
  eightConnected: true,
  maxPixels: 1e10,
  reducer: ee.Reducer.countEvery()  // Count all water pixels
});

// Calculate area for each water body
var waterBodiesWithArea = waterVectors.map(function(feature) {
  // Calculate area in square meters with an error margin of 1 meter
  var area = feature.geometry().area(1);
  // Convert to square kilometers
  var areaKm2 = area.divide(1000000);
  return feature.set('area_km2', areaKm2);
});

// Filter water bodies larger than 10 sq km (10,000,000 sq meters)
var minLakeArea = 10000000; // 10 sq km in sq meters
var largeLakes = waterBodiesWithArea.filter(ee.Filter.gt('area_km2', 10));

// Count the number of large lakes
var largeCount = largeLakes.size();

// Create a Feature Collection of centroids for the lakes
var lakeCentroids = largeLakes.map(function(feature) {
  var centroid = feature.geometry().centroid(1); // 1 meter error margin
  return ee.Feature(centroid).set('area_km2', feature.get('area_km2'));
});

// Visualization parameters
var waterVis = {
  palette: ['0000ff'],
  opacity: 0.8
};

var trueColorVis = {
  bands: ['SR_B4', 'SR_B3', 'SR_B2'],
  min: 0,
  max: 0.3
};

// Add layers to the map
Map.centerObject(regionOfInterest, 8);
Map.addLayer(landsatScaled, trueColorVis, 'True Color Composite (Aug 2024)');
Map.addLayer(waterMaskCleaned, waterVis, 'Detected Water Bodies');
Map.addLayer(largeLakes, {color: 'cyan'}, 'Large Lakes (>10 sq km)');
Map.addLayer(lakeCentroids, {color: 'red', pointSize: 5}, 'Large Lake Centroids');
Map.addLayer(regionOfInterest, {color: 'yellow', fillColor: '00000000'}, '50km Radius Region');
Map.addLayer(centerPoint, {color: 'red', pointSize: 10}, 'Center Point');

// Print results
print('Question: Is there more than 2 lakes (size > 10 km²) in the Tibetan Plateau region?');
print('Number of large lakes detected (>10 km²):', largeCount);

// Evaluate the condition on the server side
largeLakes.size().gt(2).evaluate(function(result) {
  if (result) {
    print('Answer: YES, there are more than 2 lakes larger than 10 km² in the region.');
  } else {
    print('Answer: NO, there are 2 or fewer lakes larger than 10 km² in the region.');
  }
});

// Print information about each large lake
print('Large lakes information:', largeLakes);",v1,226
"Did the volcanic plume from Nyamulagira at Virunga National Park drift eastward on February 20, 2025, captured by Landsat 8?",No,https://earthobservatory.nasa.gov/images/154037/nyamulagira-brings-the-heat,," thermal signal also appears near the end of a southwest-trending lava flow, approximately 3.3 kilometers (2 miles) from the crater’s west rim.",,,Landsat 8,,,v2,227
"Are more floating solar panels visible on February 10, 2023, than on January 30, 2025, on a reservoir of the Narmada River in central India?",No,https://earthobservatory.nasa.gov/images/154067/floating-solar-in-madhya-pradesh,,"This pair of images shows the development of floating solar power arrays on a reservoir of the Narmada River in central India. The right image shows the reservoir on January 30, 2025. For comparison, the left image shows the same area on February 10, 2023, during an earlier stage of the project. Both images were acquired by the OLI-2 (Operational Land Imager-2) on Landsat 9.",,,,,,v2,228
"Does the floodplain along Cooper Creek, downstream of Windorah, 10 km radius around (-27.667421, 141.780304), show higher vegetation greenness on April 22, 2025 than on April 6, 2025?",,https://earthobservatory.nasa.gov/images/154233/floods-give-way-to-a-burst-of-desert-life,,"On April 6 (left), floodwaters filled the river channel downstream of Windorah, a town that saw some of its highest river levels on record in the preceding days. By April 22 (right), water levels had subsided somewhat, allowing vegetation to spring up from the moist ground.",,,"Landsat 9
Modis-Terra",,,v2,229
"Did the area of open water around Bay Dosgris, south of New Orleans, increase from 1985 to 2024 relative to wetland areas?",,https://earthobservatory.nasa.gov/images/154302/forty-years-of-change-in-louisianas-wetlands,,,,,,,,v2,230
Did the glacial ice and snow cover on Mount Stanley in the Rwenzori Mountains decrease between 2020 and 2024?,,https://earthobservatory.nasa.gov/images/154313/mountains-of-the-moon,,"The Rwenzori Mountains, along with Kilimanjaro and Mount Kenya east of this image, contain the bulk of East Africa’s tropical glaciers. All of them are in strong decline.

The white cap atop Mount Stanley, visible in the detailed image above, is a combination of glacial ice and snow. Researchers surveying the mountain’s glaciers found that the area of the Stanley Plateau glacier decreased by 29.5 percent between 2020 and 2024. T",,,,,,v2,231
"Did tropospheric nitrogen dioxide (NO2) concentrations over New York City appear higher at 2:00-3:00 pm than at 5:00-6:00 pm local time on August 9, 2023?",,https://earthobservatory.nasa.gov/images/154320/celebrating-a-long-career-with-roots-on-long-island,,"The sequence of images above shows a plume of nitrogen dioxide (NO2) emerging from New York City around noon local time on August 9, 2023",,,,https://code.earthengine.google.com/0dc734a1a2d20e30a51a05dbc4fc10e8,,v2,232
"On June 24, 2025, was New York City highest temperature higher than June 24, 2024?",,https://earthobservatory.nasa.gov/images/154475/sizzling-start-to-summer,,"On that day, both Boston and New York City (John F. Kennedy International Airport) reached highs of 102°F (39°C), setting new June records for those places.",,,,,,v2,233
"On June 24, 2025, was the peak observed temperature in St. Francis, Kansas higher than Death Valley, California?",,https://earthobservatory.nasa.gov/images/154475/sizzling-start-to-summer,,"Also on that day, Minneapolis, Minnesota, set a daily record high of 96°F (36°C), and St. Francis, Kansas, was the hottest place in the country at 104°F (40°C)—more scorching than Death Valley, California.",,,,,,v2,234
"On June 24, 2025, was the temperature over John F. Kennedy International Airport higher than on any other day in June 2020 to 2024?",,https://earthobservatory.nasa.gov/images/154475/sizzling-start-to-summer,,"New York City (John F. Kennedy International Airport) reached highs of 102°F (39°C), setting new June records for those places.",,,,,,v2,235
"Did Lac Rouge shrink by more than 90% between June 21, 2024 and June 15, 2025?",,https://earthobservatory.nasa.gov/images/154526/the-disappearance-of-lac-rouge,,"The image above (right) shows a drained Lac Rouge and the new course charted by its outflow on June 15, 2025. For comparison, the left image shows the area the previous June, when the lake was full. Both were acquired with the OLI-2 (Operational Land Imager-2) on Landsat 9.",,,Landsat 9,,,v2,236
Was there snow present in the Atacama Desert during the months of June and July in 2025?,,https://earthobservatory.nasa.gov/images/154562/rare-snowfall-in-the-atacama-desert,,"The MODIS (Moderate Resolution Imaging Spectroradiometer) on NASA’s Terra satellite captured an image (above left) of the snowfall on June 26, 2025, the day after the storm. The same sensor captured the second image on July 16, 2025.",,,,,,v2,237
"On August 3, 2025, were there more than 120 fires active in Saskatchewan, Canada?",no,https://earthobservatory.nasa.gov/images/154641/widespread-smoke-from-canadian-fires,,"On August 3, 2025, 159 and 81 fires were burning in Manitoba and Saskatchewan, respectively, many of which were classified as out of control.",,,,,,v2,238
"On August 3, 2025, were there more than 30 fires active in Manitoba, Canada?",,https://earthobservatory.nasa.gov/images/154641/widespread-smoke-from-canadian-fires,,"On August 3, 2025, 159 and 81 fires were burning in Manitoba and Saskatchewan, respectively, many of which were classified as out of control.",,,,,,v2,239
"Was the area burned in Canada from Jan to August 3, 2025 greater than the area burned by the same period in 2023?",No,https://earthobservatory.nasa.gov/images/154641/widespread-smoke-from-canadian-fires,,"Canada is facing one of its worst fire seasons on record in terms of area burned. As of August 3, more than 6.6 million hectares (16.3 million acres) had burned, according to the Canadian Interagency Forest Fire Center. That exceeds the 25-year average of about 2.2 million hectares but trails the more than 12.3 million hectares burned by this date in 2023, a record-setting year",,,,,,v2,240
"Was there only snow and no clouds present in the Northern Tablelands in New South Wales, Australia on August 2, 2025?",no,https://earthobservatory.nasa.gov/images/154644/fleeting-glimpse-of-rare-snow,,"The Northern Tablelands in New South Wales, Australia, transformed into a winter wonderland on August 2, 2025.",,,Landsat 8,,,v2,241
"Was there snow present in the Northern Tablelands in New South Wales, Australia on August 2, 2025?",,https://earthobservatory.nasa.gov/images/154644/fleeting-glimpse-of-rare-snow,,"The Northern Tablelands in New South Wales, Australia, transformed into a winter wonderland on August 2, 2025.",,,,,,v2,242
"Does the water 100 km south of Bear Island, Norway show more milky turquoise-blue color than that 250 km south of Bear Island on August 5, 2025?",,https://earthobservatory.nasa.gov/images/154651/bloom-time-in-the-barents-sea,,"The bloom is visible in this image, captured on August 5, 2025, by the MODIS (Moderate Resolution Imaging Spectroradiometer) on NASA’s Aqua satellite. The bloom swirled around Bear Island, an outer island of Norway’s Svalbard archipelago. The island lies about midway between the archipelago’s largest island, Spitsbergen (north of this scene), and mainland Norway, visible at the bottom of the image.

The milky turquoise-blue color likely comes from coccolithophores, notably Gephyrocapsa huxleyi (previously called Emiliania huxleyi)",,,MODIS-Aqua,https://code.earthengine.google.com/0aa371ef25f5536e28689427b6f85a26 or https://code.earthengine.google.com/2925e82abd72940abc00b762600dc46d,"// =======================
// Bear Island (Bjørnøya) reference
// =======================
var bearIsland = ee.Geometry.Point([19.017, 74.517]); // lon, lat

// Offset ~km south using degrees (≈111.32 km per degree latitude)
function southPoint(origin, kmSouth) {
  var dLat = ee.Number(kmSouth).divide(111.32);
  var lat = ee.Number(origin.coordinates().get(1)).subtract(dLat);
  var lon = ee.Number(origin.coordinates().get(0));
  return ee.Geometry.Point([lon, lat]);
}
var pt100 = southPoint(bearIsland, 100);
var pt250 = southPoint(bearIsland, 250);

// 10 km radius buffers for stats/visual clarity
var bufKm = 10;
var area100 = pt100.buffer(bufKm * 1000);
var area250 = pt250.buffer(bufKm * 1000);

// =======================
// Date: 2025-08-05 (±1 day, median composite)
// =======================
var start = ee.Date('2025-08-04');
var end   = ee.Date('2025-08-06');

// =======================
// MODIS Aqua surface reflectance (C61)
// Dataset: MODIS/061/MYD09GA (Aqua)
// Bands used: b03 (~469 nm, ""blue""), b04 (~555 nm, ""green"")
// =======================
var coll = ee.ImageCollection('MODIS/061/MYD09GA')
  .filterDate(start, end)
  .filterBounds(bearIsland)
  .select(['sur_refl_b03','sur_refl_b04','state_1km']);

// --- QA cloud mask (state_1km bits) ---
// Bits 0-1: Cloud state (0=clear, 1=cloudy, 2=mixed, 3=not set)
// Bit 10: Cirrus detected
function maskClouds(img) {
  var qa = img.select('state_1km').toInt16();

  // Bits 0–1: cloud state (0=clear, 1=cloudy, 2=mixed, 3=not set)
  var cloudState = qa.bitwiseAnd(3);         // no shift needed for bits 0–1
  var isCloudy   = cloudState.neq(0);

  // Example extra mask: single-bit flag (shift then AND 1)
  var cirrus = qa.rightShift(10).bitwiseAnd(1).eq(1);

  var clear = isCloudy.not().and(cirrus.not());
  return img.updateMask(clear);
}

var sr = coll.map(maskClouds)
             .median()
             .select(['sur_refl_b03','sur_refl_b04'])
             .rename(['B03','B04'])
             .multiply(0.0001);  // scale factor per MYD09 docs

// =======================
// OC3-style chlorophyll-a proxy
// Classic OC3M: X = log10(max(Rrs443,Rrs488)/Rrs551) then 10^(a0+a1X+...)
// Here we approximate with surface reflectance ratio B03(∼469)/B04(∼555).
// Coeffs (NASA OC3M v6): a0=0.283, a1=-2.753, a2=1.457, a3=0.659, a4=-1.403
// =======================
var eps = 1e-6;
var ratio = sr.select('B03').add(eps).divide(sr.select('B04').add(eps));
var X = ratio.log10();
var a0 = 0.283, a1 = -2.753, a2 = 1.457, a3 = 0.659, a4 = -1.403;
var poly = ee.Image.constant(a0)
  .add(X.multiply(a1))
  .add(X.pow(2).multiply(a2))
  .add(X.pow(3).multiply(a3))
  .add(X.pow(4).multiply(a4));

// chlor_a in mg m^-3 (proxy)
var chlorA = ee.Image(10).pow(poly).rename('chlor_a_proxy');

// Optional sanity mask: keep reasonable ocean values
var chlorMask = chlorA.gt(0.02).and(chlorA.lt(50)); // 0.02–50 mg/m^3
chlorA = chlorA.updateMask(chlorMask);

// =======================
// Visualization (water-color palette)
// =======================
var chlVis = {
  min: 0.05,
  max: 15.0,
  palette: [
    '001146','00336e','005a8c','1e86b6','4bb3d1',
    '7ad3d4','a7e3c3','d4f0a1','f6f28f','f9cc74','f29c53','e35a3f','c22e3a'
  ]
};

// Map extent & layers
var bbox = area100.union(area250).buffer(30000);
Map.centerObject(bbox, 6);
Map.addLayer(chlorA.clip(bbox), chlVis, 'Chlorophyll-a (OC3 proxy) • Aqua MYD09GA • 2025-08-05', true);
Map.addLayer(area100, {color: 'cyan'},   '100 km S • 10 km buffer');
Map.addLayer(area250, {color: 'magenta'},'250 km S • 10 km buffer');
Map.addLayer(bearIsland, {color: 'yellow'}, 'Bear Island ref', false);

// =======================
// Statistics
// =======================
function meanChl(img, region, label){
  var stats = img.reduceRegion({
    reducer: ee.Reducer.mean().combine({reducer2: ee.Reducer.stdDev(), sharedInputs: true}),
    geometry: region,
    scale: 1000,    // MYD09GA resolution
    maxPixels: 1e12,
    bestEffort: true
  });
  print(label + ' mean chlor-a proxy (mg/m^3):', stats.get('chlor_a_proxy_mean'));
  print(label + ' stdDev chlor-a proxy (mg/m^3):', stats.get('chlor_a_proxy_stdDev'));
  return stats;
}

var s100 = meanChl(chlorA, area100, '100 km south');
var s250 = meanChl(chlorA, area250, '250 km south');

// Difference summary
var mean100 = ee.Number(s100.get('chlor_a_proxy_mean'));
var mean250 = ee.Number(s250.get('chlor_a_proxy_mean'));
var diff = mean250.subtract(mean100);
var pct  = diff.divide(mean100).multiply(100);
print('Δ chlor-a proxy (250 − 100) mg/m^3:', diff);
print('Percent difference (%):', pct);

// For quick QC:
print('Ratio (B03/B04) stats at 100 km S:', chlorA.addBands(ratio.rename('ratio')).reduceRegion({
  reducer: ee.Reducer.mean().combine({reducer2: ee.Reducer.minMax(), sharedInputs: true}),
  geometry: area100, scale: 1000, maxPixels: 1e12, bestEffort: true
}));
",v2,243
