Annotator,Question,Answer,Status (Chia-Hsiang),Comment,Status (Cheryl),Comment,Status (Aarush),Comment,URL,Thumbnail URL,Supporting sentences,Post ID,Tag,Modality,Javascript URL,Javascript code
Aarush,"Was it hotter in a 30 mile radius around Kabul, Afghanistan in February 2018 in comparison to February 2017?",no,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/91851/record-low-snowpack-in-afghanistan,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91851/afghanistan_lst_2018059.png,"NASA data also show that temperatures this winter have been hotter than usual in the region. The temperature anomaly maps above are based on data from the Moderate Resolution Imaging Spectroradiometer (MODIS) on NASA’s Aqua satellite. It shows land surface temperatures (LSTs) for February 2018 (right) and February 2017 (left), compared to the average since 2002 for the same month. Red colors depict areas that were hotter than average; blues were colder; white pixels were normal. USAID’s Famine Early Warnings Systems Network (FEWS NET) reported that the high temperatures are expected to deplete the snowpack “sooner than normal, resulting in possible irrigation water shortages in April and May.”",,,MODIS-Aqua,,
Cheryl,"Was more than 30 percent of Lake Okeechobee’s surface covered by cyanobacteria on June 12, 2023? ",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/151581/algae-bloom-in-lake-okeechobee,,,, ,Landsat 9,,
Cheryl,Was nightime brightness around the Aswan High Dam higher than the Grand Ethopian Renaissance Dam in 2016?,,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149691/a-grand-new-dam-on-the-nile,,,,,VIIRS,,
Aarush,"Was snow present near the Mississippi River Delta Basin (Plaquemines-Balize Delta) during the interval of January 21-24, 2025?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/154838/winter-transforms-the-mississippi-river-delta,,"A major Gulf Coast storm came through the area between January 20 and 22, 2025. Snow, an uncommon occurrence in this region, still blanketed much of the landscape on the morning of January 24, though most of it had melted away by the afternoon, when this photo was taken. (Some patches may have persisted in urban areas.)",,,ISS,,
Aarush,"Was surface water extent higher on February 25, 2019 as compared to February 27, 2014 in the Mississippi River near the Memphis, Tennesse?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/144598/early-flooding-along-the-mississippi,"https://eoimages.gsfc.nasa.gov/images/imagerecords/144000/144598/memphis_oli_2014058.jpg

https://eoimages.gsfc.nasa.gov/images/imagerecords/144000/144598/memphis_oli_2019056.jpg","On February 25, 2019, the Operational Land Imager on Landsat 8 acquired a false-color view (bands 6-5-4) of flooding near Memphis, Tennessee. For comparison, the first image shows the area under more typical winter conditions on February 27, 2014. Flood waters appear blue; vegetation is green; and bare ground is brown.",,,Landsat 8,,
Cheryl,"Was surface water present in the Alvord Desert basin, Oregon, on June 29, 2025?",,verified,,,,verified,,https://www.earthobservatory.nasa.gov/images/154576/whirling-dust-and-ancient-floods,,"The images above, acquired with the OLI (Operational Land Imager) on Landsat 8 on June 29, 2025, show the Alvord Desert in false color (left) and natural color (right). The summit of Steens Mountain stands more than a vertical mile above the desert floor to the west, and a steep escarpment borders the playa on the east.

The false-color image (OLI bands 6-5-4) indicates that some water was present in the desert at the time. ",,,Landsat 8,,
Cheryl,"Was the aerosol optical depth higher over Chiang Mai, Thailand during March 2024 compared to May 2024?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/152635/hazy-skies-in-a-growing-city,,https://www.iqair.com/us/world-most-polluted-cities?sort=-rank&perPage=50&cities=uf7aCpduMf3Lg4de2%2CWJv6Pqdvj8ph9xkuZ,,,News,,
Cheryl,"Was the aerosol optical depth higher over Chiang Mai, Thailand during March 2024 than Bangkok, Thailand?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/152635/hazy-skies-in-a-growing-city,,https://www.iqair.com/us/world-most-polluted-cities?sort=-rank&perPage=50&cities=uf7aCpduMf3Lg4de2%2CWJv6Pqdvj8ph9xkuZ,,,News,,
Cheryl,Was the aerosol optical depth higher over the Gobi Desert in February 2020 than in February 2019?,,verified,,,,verified,,https://earthobservatory.nasa.gov/images/148477/covid-19-lockdowns-cut-pollution-but-not-all-of-it,,"One example is shown on the map above, which compares PM2.5 levels across China in February 2020 versus February 2019. Note that although pollution levels dropped significantly in some of the most industrialized parts of China, they were actually higher near China’s desert regions. ",,,"MODIS-Terra
MODIS-Aqua",,
Cheryl,Was the aerosol optical depth higher over the Takalaman Desert in February 2020 than in February 2019?,,verified,,,,verified,,https://earthobservatory.nasa.gov/images/148477/covid-19-lockdowns-cut-pollution-but-not-all-of-it,,"One example is shown on the map above, which compares PM2.5 levels across China in February 2020 versus February 2019. Note that although pollution levels dropped significantly in some of the most industrialized parts of China, they were actually higher near China’s desert regions. ",,,"MODIS-Terra
MODIS-Aqua",,
Aarush,"Was the Antarctic ozone hole larger on October 7, 2021 than compared to its area on January 1, 2021?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/149010/substantial-antarctic-ozone-hole-in-2021,,"The animation above shows the evolution of ozone over the South Pole between January 1 and October 7, 2021. Notice that moderate ozone losses (orange) are apparent by late August and become even more potent (red) and widespread through September. The ozone hole reached its maximum extent on October 7, 2021, as calculated by the NASA Ozone Watch team.",,,"OMI-Aura
OMPS
TOMS",,
Chia-Hsiang,"Was the area burned in Canada from Jan to August 3, 2025 greater than the area burned by the same period in 2023?",No,,,double reviewed,,,,https://earthobservatory.nasa.gov/images/154641/widespread-smoke-from-canadian-fires,,"Canada is facing one of its worst fire seasons on record in terms of area burned. As of August 3, more than 6.6 million hectares (16.3 million acres) had burned, according to the Canadian Interagency Forest Fire Center. That exceeds the 25-year average of about 2.2 million hectares but trails the more than 12.3 million hectares burned by this date in 2023, a record-setting year",,,GEOS?,,
Cheryl,"Was the area covered by solar panels in the Bhadla Solar Park in Rajasthan greater than 7,000 hectares in January 2022?",No,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149442/soaking-up-sun-in-the-thar-desert,,"Bhadla Solar Park spreads across more than 5700 hectares (22 square miles), an area about one-third the size of Washington, D.C.",,,Landsat 8,,
Cheryl,Was the area of aritifical land built off the coast of Jakarata Bay greater than 800 hectares as of 2021? ,,verified,,,,verified,,https://earthobservatory.nasa.gov/images/148303/as-jakarta-grows-so-do-the-water-issues,,"Since the first image above was captured in 1990, artificial land and new development has spread into the shallow waters of Jakarta Bay. According to one analysis of Landsat data, people have built at least 1185 hectares (5 square miles) of new land along the coast.",,,Landsat 8,,
Chia-Hsiang,"Was the area of forest cover between the Ucayali and Genepanshea Rivers larger along UC-105, at 5 km radius around center (-9.799994, -73.845369), on August 21, 2022 than on August 23, 2017?",No,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/150513/deforestation-follows-a-road-through-ucayali,,"The pair of satellite images above show the extent of the change between the Ucayali and Genepanshea rivers. The first image, acquired by the Operational Land Imager (OLI) on Landsat 8, shows the area in 2017, when just the road and a modest amount of deforestation were visible. By 2022, deforested areas had proliferated, in part due to the arrival of a new wave of land speculators, coca farms, ranches, and even small airstrips, explained Salisbury.",,,Landsat 8,,
Cheryl,"Was the ash plume from Klyuchevskaya Sopka drifting primarily eastward across the Kamchatka Peninsula on August 8, 2025?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/154670/ash-streams-from-klyuchevskaya-sopka,,,,,MODIS-Terra,,
Cheryl,"Was the concentration of tropospheric nitrogen dioxide (NO2) over Los Angeles lower between October 1-23, 2021 compared to the same period in 2019 and 2018?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149004/scientific-questions-arrive-in-ports,,"The maps above and below show the concentration of the air pollutant nitrogen dioxide (NO2) between October 1-23, 2021, as compared to the same period in 2019 and 2018 (before the COVID-19 pandemic upended global trade). The ports of Los Angeles, Long Beach, New York/New Jersey—the busiest ports in the United States—show apparent increases in NO2 in October 2021.",,,Sentinel 5P,,
Cheryl,"Was the concentration of tropospheric nitrogen dioxide over Brooklyn, New York lower between October 1-23, 2021 compared to the same period in 2019 and 2018?",No,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149004/scientific-questions-arrive-in-ports,,,,,Sentinel 5P,,
Cheryl,"Was the concentration of tropospheric nitrogen dioxide over Nassau County, New York lower between October 1-23, 2021 compared to the same period in 2019 and 2018?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149004/scientific-questions-arrive-in-ports,,"While ship backups are not as severe off of New York/New Jersey, those port facilities have also seen some backlogs and unusually high cargo movement in recent months.
",,,Sentinel 5P,,
Cheryl,"Was the concentration of tropospheric nitrogen dioxide over South Los Angeles, California lower between October 1-23, 2021 compared to the same period in 2019 and 2018?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149004/scientific-questions-arrive-in-ports,,,,,Sentinel 5P,,
Chia-Hsiang,"Was the cone of Mount Vesuvius, located 12 kilometers southeast of Naples, Italy, fully covered with clouds, as observed with Landsat 8, on January 2, 2022?",No,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/149298/a-view-of-vesuvius,,"In this natural-color image, acquired on January 2, 2022, by the Operational Land Imager (OLI) on Landsat 8, the cone of Mount Vesuvius appears through a break in the clouds.",,,Landsat 8,,
Cheryl,"Was the cone of Mount Vesuvius, located 12 kilometers southeast of Naples, Italy, visible with Landsat 8 on January 2, 2022?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149298/a-view-of-vesuvius,,"In this natural-color image, acquired on January 2, 2022, by the Operational Land Imager (OLI) on Landsat 8, the cone of Mount Vesuvius appears through a break in the clouds.",,,Landsat 8,,
Cheryl,"Was the increase in nighttime light intensity from February 21, 2023, to April 30, 2023, greater in Antakya, the capital of Türkiye’s Hatay Province, than in Altınözü?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/151336/brighter-nights-in-antakya,,,,,"Landsat 9
VIIRS",,
Cheryl,"Was the increase in nighttime light intensity in Antakya, the capital of Türkiye’s Hatay Province, greater on February 21, 2023 than April 30, 2023?",No,verified,,,,verified,,https://earthobservatory.nasa.gov/images/151336/brighter-nights-in-antakya,,,,,"Landsat 9
VIIRS",,
Cheryl,"Was the land surface temperature around Arc de Triomphe at least 5 degress Celsius hotter than the Palace and Park of Versailles on August 6, 2024?",,verified,,,,verified,,https://www.earthobservatory.nasa.gov/images/153178/running-through-paris-heat,,,,,Landsat 9,,
Cheryl,"Was the land surface temperature in Needles, California higher than Phoenix, Arizona on June 21, 2017?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/90443/heat-broils-the-american-southwest,,,,,MODIS-Aqua,,
Cheryl,"Was the land surface temperature in New Mexico higher on July 20-27, 2016 than the 2001-2010 average for the same period?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/88547/extreme-heat-for-an-extreme-year,,"For two states—Florida and New Mexico—July 2016 proved to be the hottest July on record... The three maps on this page show land surface temperature anomalies in Russia, the Middle East, and North America from July 20–27, 2016, compared to temperatures for the same dates from 2001 to 2010. ",,,MODIS-Terra,,
Chia-Hsiang,Was the land surface temperature in New Mexico in July 2016 higher than in any other July over the past 30 years?,,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/88547/extreme-heat-for-an-extreme-year,,"For two states—Florida and New Mexico—July 2016 proved to be the hottest July on record... The three maps on this page show land surface temperature anomalies in Russia, the Middle East, and North America from July 20–27, 2016, compared to temperatures for the same dates from 2001 to 2010. ",,,MODIS-Terra,,
Cheryl,"Was the land surface temperature in Palm Springs, California higher on July 15-21, 2017 than the 2001-2010 average for the same period?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/90443/heat-broils-the-american-southwest,,,,,MODIS-Aqua,,
Cheryl,"Was the land surface temperature in Shanghai above 39 degrees Celsius on August 7, 2013?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/81870/heat-wave-in-china,,"Shanghai broke its all-time record high three times in as many weeks. The current record—40.8 degrees Celsius (105.4°F)—was set on August 7, 2013. ",,,Landsat 8,,
Cheryl,"Was the land surface temperature over the Mesquite Flat higher than over the Panamint Mountains on June 30, 2013, as observed with Landsat 8?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/81562/death-valley-claims-a-heat-title-again,,,,,Landsat 8,,
Cheryl,"Was the land surface temperature, captured with MODIS Terra, in New York higher on July 20-27, 2016 than the 2001-2010 average for the same period?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/88547/extreme-heat-for-an-extreme-year,,"For two states—Florida and New Mexico—July 2016 proved to be the hottest July on record... The three maps on this page show land surface temperature anomalies in Russia, the Middle East, and North America from July 20–27, 2016, compared to temperatures for the same dates from 2001 to 2010. ",,,MODIS-Terra,,
Cheryl,"Was the land surface temperature, observed with MODIS Aqua, in Arizona higher on July 15-21, 2017 than the 2001-2010 average for the same period?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/90443/heat-broils-the-american-southwest,,"The second map shows land surface temperatures between June 15—21, 2017, compared to average temperatures for the same period from 2001–2010. ",,,MODIS-Aqua,,
Cheryl,Was the mean aerosol optical depth higher over Chengdu than over Suining between 2001 and 2023?,,verified,,,,verified,,https://earthobservatory.nasa.gov/images/150918/sichuans-smoggy-basin,,,,,"MODIS-Terra
MODIS-Aqua",,
Cheryl,Was the mean NDSI for Mount Fuji in December 2020 lower than in any other December from 2005 to 2015?,,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/147780/mount-fujis-missing-snow,,Terra satellite indicate that snow cover on the mountain last month was among the lowest in the satellite's 20-year record for any December.,,,MODIS-Terra,,
Cheryl,Was the mean NDSI for Mount Fuji lower in December 2020 than December 2019?,,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/147780/mount-fujis-missing-snow,,,,,MODIS-Terra,,
Cheryl,"Was the nightime brightness in San Juan lower on September 27-28, 2017 than September 1-2, 2017?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/91044/pinpointing-where-lights-went-out-in-puerto-rico,,,,,VIIRS,,
Cheryl,"Was the nighttime brightness around the Blue Lagoon in Iceland on November 24, 2024, greater than the brightness over Reykjavík at 4 am local time?",,double reviewed,,,,verified,,https://www.earthobservatory.nasa.gov/images/153630/lava-nears-icelands-blue-lagoon,,,,,"VIIRS
Landsat 9",,
Cheryl,"Was the nighttime brightness over Mayfield, Kentucky higher in November 2021 than on December 10-12, 2021?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/149215/nighttime-images-detail-kentucky-blackout,,,,,"VIIRS
Landsat 9",,
Cheryl,"Was the nighttime brightness over northern part of Isabela Island greater than the southern part of Isabela Island at 1:20 am local time on January 7, 2022?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/149308/a-wolf-awakens-at-night,,"The image, acquired by the VIIRS “day-night band” at 1:20 a.m. local time (7:20 UTC) on January 7, 2022, shows lava spewing from Wolf Volcano, on the northern end of Isabela Island.",,,VIIRS,,
Chia-Hsiang,"Was the nighttime brightness over Wolf Volcano on Isabela Island brighter on January 7, 2022 then January 6 2022?",,,link: https://code.earthengine.google.com/0856d10288f0b33965ab31c0828977c1,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/149308/a-wolf-awakens-at-night,,"The image, acquired by the VIIRS “day-night band” at 1:20 a.m. local time (7:20 UTC) on January 7, 2022, shows lava spewing from Wolf Volcano, on the northern end of Isabela Island.",,,VIIRS,https://code.earthengine.google.com/0856d10288f0b33965ab31c0828977c1,"// Wolf Volcano (Galápagos)
var wolfVolcano = ee.Geometry.Point([-91.33, 0.05]);

// Time range: January 1–7, 2022
var startDate = '2022-01-01';
var endDate = '2022-01-08';  // end date exclusive, so include Jan 7

// Load VIIRS Day/Night Band dataset
var dataset = ee.ImageCollection('NOAA/VIIRS/001/VNP46A1')
  .filterDate(startDate, endDate)
  .filterBounds(wolfVolcano)
  .select('DNB_At_Sensor_Radiance_500m');

// Visualization parameters
var dnbVis = {
  min: 0,
  max: 10,
  palette: ['black', 'purple', 'cyan', 'green', 'yellow', 'red', 'white'],
};

// Center map over Wolf Volcano
Map.setCenter(-91.33, 0.05, 8);

// Print available dates
var imageList = dataset.toList(dataset.size());
var n = imageList.size();
print('Number of images found:', n);
print('Dates available:', imageList.map(function(img) {
  return ee.Image(img).date().format('YYYY-MM-dd');
}));

// Add each image (each day) to the map
for (var i = 0; i < 7; i++) {
  var img = ee.Image(imageList.get(i));
  var date = ee.Date(img.get('system:time_start')).format('YYYY-MM-dd');
  Map.addLayer(img, dnbVis, 'DNB Radiance ' + date.getInfo());
}
"
Cheryl,"Was the number of fire detections in Pantanal, Brazil on June 11, 2024, greater than the number detected in any June from 2000 to 2023, as observed with MODIS Aqua?",,double reviewed,,,,verified,,https://www.earthobservatory.nasa.gov/images/152925/early-fires-in-brazils-pantanal,,"Using data from the MODIS (Moderate Resolution Imaging Spectroradiometer) instrument on NASA’s Aqua satellite, INPE detected 549 active fires as of June 11, which is more fire detections than any June in INPE’s record, going back to 1998. ",,,MODIS-Aqua,,
Cheryl,Was the NVDI lower in northern Kenya than in southern Kenya during May-June 2019?,,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/147831/nasa-data-aid-food-security-assessments-in-kenya,,,,,MODIS-Terra,,
Cheryl,"Was the PM2.5 higher over Wuhan, China in February 2020 than in February 2019?",No,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/148477/covid-19-lockdowns-cut-pollution-but-not-all-of-it,,"One example is shown on the map above, which compares PM2.5 levels across China in February 2020 versus February 2019. Note that although pollution levels dropped significantly in some of the most industrialized parts of China, they were actually higher near China’s desert regions. ",,,"MODIS-Terra
MODIS-Aqua
MISR-Terra",,
Chia-Hsiang,"Was the PM2.5 level higher in February 2020 than in February 2019 within a 50km radius of (40.923221, 104.238631)?",,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/148477/covid-19-lockdowns-cut-pollution-but-not-all-of-it,,"One example is shown on the map above, which compares PM2.5 levels across China in February 2020 versus February 2019. Note that although pollution levels dropped significantly in some of the most industrialized parts of China, they were actually higher near China’s desert regions. ",,,"MODIS-Terra
MODIS-Aqua
MISR-Terra",,
Chia-Hsiang,Was the rainfall in Seattle between September through November in 2021 larger than that in 2020 and in 2019? ,,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/149195/soggy-autumn-in-the-pacific-northwest,,"Just over 25 centimeters (10 inches) fell in November alone, raining on all but five days of the month

Ground-based observers in Seattle recorded about 48 centimeters (19 inches) of rain from September through November—the largest amount since records began in 1945",,,News (GRACE),,
Aarush,"Was the soil in Washington more moist on November 22, 2021 than November 15, 2021?",no,double reviewed,Note GEE can use GLDAS-2.1 but not GRACE,verified,,,,https://earthobservatory.nasa.gov/images/149195/soggy-autumn-in-the-pacific-northwest,,"Notice the vast expanse of wetter-than-usual (dark blue) soils on November 15, the third day of a potent storm.

Notice that by November 22, parts of western Washington and southern British Columbia do not look quite as wet.",,,News (GRACE),,
Cheryl,"Was the sulfer dioxide concentration higher over Cumbre Vieja than the Funchal Island on October 18, 2021?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/148978/sulfur-skies-over-la-palma,,,,,TOMS Merged,,
Cheryl,"Was the surface color of Lake Ijssel near Kornwerderzand visibly greener than near Afsluitdijk on July 8, 2023?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/151635/the-worlds-largest-freshwater-wind-farm,,"The 32-kilometer-long (20-mile-long) Afsluitdijk, which provides flood protection and separates the lake from the Wadden Sea, is also prominent in the image.",,,Landsat 8,,
Cheryl,"Was the surface water extent along the borders of Craighead and Jackson counties in northeastern Arkansas on April 13, 2025 greater than on April 13, 2023?",,verified,,,,verified,,https://www.earthobservatory.nasa.gov/images/154249/arkansas-farmers-face-lingering-floodwaters,,,,,Landsat 9,,
Cheryl,"Was the Swannanoa River visibly browner on October 2, 2024, than on August 30, 2024?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/153416/flash-floods-swamp-north-carolina,,"Was the Swannanoa River visibly browner on October 2, 2024, than on August 30, 2024, due to suspended sediment and mud from flooding?",,,"Landsat 8
Sentinel 2",,
Cheryl,"Was the total rainfall in Grafton, New South Wales, greater than the total rainfall in Canberra from January 15, 2020 to January 21, 2020?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/146201/rain-brought-brief-relief-to-australia,,,,,GPM,,
Chia-Hsiang,Was the vegetation anomaly in February 21-28 2019 (compared to the long-term average of the same month from 2003-2017) worse in Namibia than Zimbabwe?,,,,verified,,double reviewed,,https://earthobservatory.nasa.gov/images/144704/drought-harms-corn-crops-in-southern-africa,,"The first map depicts soil moisture anomalies in February 2019; that is, areas that had more (green) or less (red) water in the upper layers of the ground than the norm for the month. Namibia and southern Angola show especially dry soils. In contrast, soil moisture in Botswana and South Africa appear to be above normal.",,,MODIS-Terra,,
Cheryl,Was the vegetation cover around Depok lower in 2019 than in 1990?,,verified,,,,verified,,https://earthobservatory.nasa.gov/images/148303/as-jakarta-grows-so-do-the-water-issues,,The widespread replacement of forests and other vegetation with impervious surfaces in inland areas along the Ciliwung and Cisadane rivers has reduced,,,"Landsat 5
Landsat 8",,
Chia-Hsiang,Was the vegetation cover near the Damietta branch of the Nile mouth greater in 1984 than in 2021? ,,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/149183/the-nile-deltas-disappearing-farmland,,,,,"Landsat 5
Landsat 6
Landsat 7
Landsat 8",,
Cheryl,Was the vegetation cover near the Rosetta branch of the Nile mouth greater in 1984 than in 2021? ,,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149183/the-nile-deltas-disappearing-farmland,,,,,"Landsat 5
Landsat 6
Landsat 7
Landsat 8",,
Aarush,"Was the vegetation health (NDVI) in Namibia worse in February 21-28 2019, compared to the long-term average for the same month period from 2003 to 2017?",,double reviewed,,verified,frame in terms of NDVI for consistency?,,,https://earthobservatory.nasa.gov/images/144704/drought-harms-corn-crops-in-southern-africa,https://eoimages.gsfc.nasa.gov/images/imagerecords/144000/144704/southernafrica_amo_2019059_lrg.png,"The drought’s toll on agriculture is clearer in the second map, which compares vegetation health in from February 21-28, 2019, to the long-term average for that week from 2003-2017. The image shows the Normalized Difference Vegetation Index (NDVI), which describes the health of vegetation based on how much red and near-infrared light plant leaves reflect. Healthy vegetation (green) reflects more infrared light and less visible light than stressed vegetation (brown).",,,"MODIS-Terra
MODIS-Aqua",,
Cheryl,"Was the water extent around the location (11.184384, 35.114837) greater on February 14, 2022 than on February 6, 2019?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/149699/keeping-a-satellite-eye-on-gerd,,,,,Landsat 8,,
Chia-Hsiang,"Was the water extent at the River Nene larger, specifically 5 km radius around (53.083908, -0.819876) on January 4,2024 than on January 5, 2022?",,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/152295/flooding-along-the-river-trent,,"Near Northampton, to the east, the River Nene jumped to 1.63 meters on January 3, just 1 centimeter below the record high level recorded on December 24, 2020.",,,Landsat 9,,
Aarush,"Was there an active fire present in Monte Pisano in Northern Italy between February 24, 2019 and February 26, 2019?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/144589/fire-burns-in-northern-italy,,"On the morning of February 25, 2019, a fire on the slopes of Monte Pisano sent smoke billowing across the western Italian coast. Reports estimate at least 180 hectares (less than 1 square mile) of forest and vegetation have been burned.",,,Landsat 8,,
Aarush,"Was there an active fire present near Paradise, California between November 7, 2018 to November 10, 2018?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/144225/camp-fire-rages-in-california,,"On November 8, 2018, the Camp Fire erupted 90 miles (140 kilometers) north of Sacramento, California. As of 10 a.m. Pacific Standard Time on November 9, the fire had consumed 70,000 acres of land and was five percent contained, or surrounded by a barrier.",,,"Landsat 8
MODIS-Terra",,
Aarush,"Was there an algae bloom visible off the coast of Santa Monica on October 10,  2015?",,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/144156/monitoring-outflow-and-algae,,"The Operational Land Imager (OLI) on Landsat 8 acquired a natural-color image of Santa Monica Bay (above) on October 10, 2015, midway through the shutdown. The green patches near the coast are phytoplankton blooms likely caused by an excess of nutrients from the nearshore wastewater discharge.",,,Landsat 8,,
Aarush,"Was there at least 35 millimeters of rain in areas of Wales and central and southern England on January 2, 2024?",,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/152275/storm-batters-the-united-kingdom,,"The disturbance brought up to 40 millimeters of rain to areas of Wales and central and southern England on January 2, and the U.K.’s Environment Agency issued more than 250 flood warnings.",,,News,,
Cheryl,"Was there more green vegetation visible around Onemen Bay near Anadyr on August 9, 2025, than on September 11, 2025?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/154785/color-along-the-anadyr,,"The transition is apparent in this pair of images. On August 9 (left), lush, green vegetation spanned the landscape. About a month later (right), striking reds, yellows, and browns prevailed",,,MODIS-Terra,,
Aarush,"Was there more rainfall near Villarrica during January 1 and December 31, 2021 as compared to 5 years prior?",no,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/149463/chilean-volcano-low-on-snow,,"“Many stations near Villarica and to the south recorded their lowest accumulations since 1960,” Garreaud said, referring to the precipitation measured by the Chilean Weather Service between January 1 and December 31, 2021.",,,"Landsat 8
MODIS-Terra",,
Cheryl,"Was there more sea ice visible in Hudson Bay (56.271030, -87.160422) on July 29, 2020 than on July 13, 2020?",No,verified,,,,verified,,https://earthobservatory.nasa.gov/images/147086/hunting-for-ice-on-hudson-bay,,,,,VIIRS,,
Chia-Hsiang,"Was there more sediment in the Mekong River, specifically at location (20.248364, 100.141422), in January 27, 2015 compared to January 25, 2020?",,,,verified,,double reviewed,,https://earthobservatory.nasa.gov/images/146209/mekong-turns-from-brown-to-blue-green,,"But for the past few months, the sediment loads have dropped and the Lower Mekong River has turned an unusual aquamarine color.

The color change was first reported in northern Thailand in November 2019, and has since spread along the Lower Mekong. The images above show the river near the town of Huay Xai in Laos. The left image shows the river under normal, sediment-laden conditions on January 27, 2015, compared to conditions on January 25, 2020.",,,Landsat 8,,
Aarush,"Was there more smoke on January 1, 2020 in the coastal regions of Victoria and New South Wales, Australia compared to July 24, 2019?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/146096/thick-smoke-blankets-southeastern-australia,,"On January 1, 2020, the Operational Land Imager (OLI) on Landsat 8 acquired a natural-color image (above) of thick smoke blanketing southeastern Australia along the border of Victoria and New South Wales. For comparison, the second image shows what the same area looked like under cloud- and smoke-free conditions on July 24, 2019.",,,Landsat 8,,
Chia-Hsiang,"Was there more snow in the Sierra Nevada mountains on January 1, 2022, than on April 1 and May 4, 2022?",,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/149798/wild-fluctuations-in-sierra-snow,,,,,"MODIS-Terra
MODIS-Aqua",,
Aarush,"Was there more snow water equivalent in a 30 mile radius around Kabul, Afghanistan in February 2018 in comparison to February 2017?",no,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/91851/record-low-snowpack-in-afghanistan,,"In a reversal from abundant snow conditions in February 2017, the snowpack in Afghanistan in February 2018 was the lowest detected for the month since 2001.",,,MODIS-Aqua,,
Aarush,"Was there more soil moisture in regions near Beledweyne, Somalia in May 2018 compared to the same time last year?",,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/92130/dramatic-flooding-in-eastern-africa,https://eoimages.gsfc.nasa.gov/images/imagerecords/92000/92130/somalia_smp_2018125_lrg.png,"The map below shows the change in soil moisture in Somalia from May 7, 2017, to May 5, 2018. The map was created with data from the Soil Moisture Active Passive (SMAP) satellite, which uses a radiometer to measure moisture in the top 5 centimeters of the ground.",,,SMAP?,,
